station_cd,station_g_cd,station_name,station_name_en,station_name_k,station_name_r,line_cd,pref_cd,post,address,address_en,lon,lat,open_ymd,close_ymd,e_status,e_sort,postcode,city_en,prefecture
1111229,1111229,下徳富,Shita Tokutomi,,,11112,1,731105,樺戸郡新十津川町字花月,Kabato gun Shintotsukawa chou ji kagetsu,141.855574,43.50271,0000-00-00,2020-04-01,2,1111229,731105,Kabato gun Shintotsukawa machi,Hokkaidou
1111230,1111230,新十津川,Shintotsukawa,,,11112,1,731103,樺戸郡新十津川町字中央,Kabato gun Shintotsukawa chou ji chuuou,141.874172,43.545575,0000-00-00,2020-04-01,2,1111230,731103,Kabato gun Shintotsukawa machi,Hokkaidou
1111301,1110338,深川,Fukagawa,,,11113,1,740001,深川市１条,Fukagawa shi 1 jou,142.041642,43.721021,0000-00-00,0000-00-00,0,1111301,740001,Fukagawa shi,Hokkaidou
1111302,1111302,北一已,Kita ichi ?,,,11113,1,740028,深川市一已町一已,Fukagawa shi ichi ?? ichi ?,142.014721,43.742021,0000-00-00,0000-00-00,0,1111302,740028,Fukagawa shi,Hokkaidou
1111303,1111303,秩父別,Chippubetsu,,,11113,1,782100,雨竜郡秩父別町２６区,Uryuu gun Chippubetsu chou 26 ku,141.967757,43.769099,0000-00-00,0000-00-00,0,1111303,782100,Uryuu gun Chippubetsu machi,Hokkaidou
1111304,1111304,北秩父別,Kita Chippubetsu,,,11113,1,782106,雨竜郡秩父別町６条１丁目,Uryuu gun Chippubetsu chou 6 jou 1 choume,141.960915,43.789375,0000-00-00,0000-00-00,0,1111304,782106,Uryuu gun Chippubetsu machi,Hokkaidou
1111305,1111305,石狩沼田,Ishikari Numata,,,11113,1,782222,雨竜郡沼田町沼田,Uryuu gun Numata chou Numata,141.934266,43.810032,0000-00-00,0000-00-00,0,1111305,782222,Uryuu gun Numata machi,Hokkaidou
1111306,1111306,真布,Manuno,,,11113,1,782221,雨竜郡沼田町字真布,Uryuu gun Numata chou ji manuno,141.906756,43.832965,0000-00-00,2023-04-01,2,1111306,782221,Uryuu gun Numata machi,Hokkaidou
1111307,1111307,恵比島,Megumi hitou,,,11113,1,782224,雨竜郡沼田町字恵比島,Uryuu gun Numata chou ji Megumi hitou,141.88144,43.851296,0000-00-00,2023-04-01,2,1111307,782224,Uryuu gun Numata machi,Hokkaidou
1111308,1111308,峠下,Tougeshita,,,11113,1,783161,留萌市留萌村峠下,Rumoi shi Rumoi son Tougeshita,141.818879,43.850789,0000-00-00,2023-04-01,2,1111308,783161,Rumoi shi,Hokkaidou
1111309,1111309,幌糠,Horo nuka,,,11113,1,783168,留萌市幌糠町幌糠,Rumoi shi horo nuka machi horo nuka,141.758418,43.855521,0000-00-00,2023-04-01,2,1111309,783168,Rumoi shi,Hokkaidou
1111310,1111310,藤山,Fujiyama,,,11113,1,783165,留萌市藤山町藤山,Rumoi shi Fujiyama chou Fujiyama,141.720588,43.88708,0000-00-00,2023-04-01,2,1111310,783165,Rumoi shi,Hokkaidou
1111310,1111310,藤山,Fujiyama,,,11113,1,783165,留萌市藤山町藤山,Rumoi shi Fujiyama chou Fujiyama,141.720588,43.88708,0000-00-00,2023-04-01,2,1111310,783165,Rumoi shi,Hokkaidou
1111311,1111311,大和田,Oowada,,,11113,1,770012,留萌市大和田,Rumoi shi Oowada,141.696528,43.913418,0000-00-00,2023-04-01,2,1111311,770012,Rumoi shi,Hokkaidou
1111312,1111312,留萌,Rumoi,,,11113,1,770005,留萌市船場町２丁目,Rumoi shi funaba machi 2 choume,141.651433,43.942848,0000-00-00,2023-04-01,2,1111312,770005,Rumoi shi,Hokkaidou
1111313,1111313,瀬越,Segoe,,,11113,1,770047,留萌市瀬越町,Rumoi shi Segoe machi,141.634535,43.934987,1926-07-01,2016-12-05,2,1111313,770047,Rumoi shi,Hokkaidou
1111314,1111314,浜中海水浴場,Hamanaka kaisuiyokujou,,,11113,1,770036,北海道留萌市浜中町,Hokkaidou Rumoi shi Hamanaka machi,141.632835,43.930354,1989-07-23,1995-08-08,2,1111314,770036,Rumoi shi,Hokkaidou
1111315,1111315,礼受,Rei ju,,,11113,1,770035,留萌市礼受町,Rumoi shi rei ju chou,141.611358,43.904871,1921-11-05,2016-12-05,2,1111315,770035,Rumoi shi,Hokkaidou
1111316,1111316,阿分,A fun,,,11113,1,770200,増毛郡増毛町大字阿分村,Mashike gun Mashike machi ooaza a bunson,141.605598,43.894339,1963-12-01,2016-12-05,2,1111316,770200,Mashike gun Mashike machi,Hokkaidou
1111317,1111317,信砂,Shinsa,,,11113,1,770200,増毛郡増毛町大字舎熊村字信砂,Mashike gun Mashike machi ooazasha kuma mura ji shinsa,141.589039,43.874479,1963-12-01,2016-12-05,2,1111317,770200,Mashike gun Mashike machi,Hokkaidou
1111318,1111318,舎熊,Sha kuma,,,11113,1,770200,増毛郡増毛町大字舎熊村字舎熊,Mashike gun Mashike machi ooazasha kuma mura jisha kuma,141.580068,43.869113,1921-11-05,2016-12-05,2,1111318,770200,Mashike gun Mashike machi,Hokkaidou
1111319,1111319,朱文別,Shubun betsu,,,11113,1,770200,増毛郡増毛町大字朱文別,Mashike gun Mashike machi ooaza shubun betsu,141.564328,43.860678,1963-12-01,2016-12-05,2,1111319,770200,Mashike gun Mashike machi,Hokkaidou
1111320,1111320,箸別,Hashi betsu,,,11113,1,770200,増毛郡増毛町増毛村大字箸別,Mashike gun Mashike chou Mashike mura ooaza hashi betsu,141.55164,43.859125,1963-12-01,2016-12-05,2,1111320,770200,Mashike gun Mashike machi,Hokkaidou
1111321,1111321,増毛,Mashike,,,11113,1,770205,増毛郡増毛町弁天町１丁目,Mashike gun Mashike chou Benten chou 1 choume,141.527559,43.856522,1921-11-05,2016-12-05,2,1111321,770205,Mashike gun Mashike machi,Hokkaidou
1111401,1110342,旭川,Asahikawa,,,11114,1,700030,旭川市宮下通８丁目,Asahikawa shi Miyashitadoori 8 choume,142.357803,43.763492,0000-00-00,0000-00-00,0,1111401,700030,Asahikawa shi,Hokkaidou
1111402,1111402,神楽岡,Kaguraoka,,,11114,1,788314,旭川市神楽岡４条１４丁目,Asahikawa shi Kaguraoka 4 jou 14 choume,142.358257,43.745033,0000-00-00,0000-00-00,0,1111402,788314,Asahikawa shi,Hokkaidou
1111403,1111403,緑が丘,Midorigaoka,,,11114,1,788323,旭川市神楽岡１３条９丁目,Asahikawa shi Kaguraoka 13 jou 9 choume,142.365701,43.731074,0000-00-00,0000-00-00,0,1111403,788323,Asahikawa shi,Hokkaidou
1111404,1111404,西御料,Nishi goryou,,,11114,1,788381,旭川市西神楽一線５号,Asahikawa shi Seishingaku issen 5 gou,142.371507,43.720834,0000-00-00,0000-00-00,0,1111404,788381,Asahikawa shi,Hokkaidou
1111405,1111405,西瑞穂,Nishi Mizuho,,,11114,1,788381,旭川市西神楽一線９号,Asahikawa shi Seishingaku issen 9 gou,142.381982,43.70242,0000-00-00,0000-00-00,0,1111405,788381,Asahikawa shi,Hokkaidou
1111406,1111406,西神楽,Seishingaku,,,11114,1,710171,旭川市西神楽南１条１丁目,Asahikawa shi Seishingaku minami 1 jou 1 choume,142.393677,43.682181,0000-00-00,0000-00-00,0,1111406,710171,Asahikawa shi,Hokkaidou
1111407,1111407,西聖和,Nishi Seiwa,,,11114,1,788382,旭川市西神楽二線１７号,Asahikawa shi Seishingaku nisen 17 gou,142.415209,43.669047,0000-00-00,0000-00-00,0,1111407,788382,Asahikawa shi,Hokkaidou
1111408,1111408,千代ケ岡,Chiyo ke Oka,,,11114,1,788381,北海道旭川市西神楽1線24号,Hokkaidou Asahikawa shi Seishingaku 1 sen 24 gou,142.451024,43.643737,0000-00-00,0000-00-00,0,1111408,788381,Asahikawa shi,Hokkaidou
1111409,1111409,北美瑛,Kita Biei,,,11114,1,710226,上川郡美瑛町字下宇莫別,Kamikawa gun Biei chou jika Sakai Baku betsu,142.479594,43.617884,0000-00-00,0000-00-00,0,1111409,710226,Kamikawa gun Biei machi,Hokkaidou
1111410,1111410,美瑛,Biei,,,11114,1,710208,上川郡美瑛町本町１丁目,Kamikawa gun Biei chou Honchou 1 choume,142.461639,43.591186,0000-00-00,0000-00-00,0,1111410,710208,Kamikawa gun Biei machi,Hokkaidou
1111411,1111411,美馬牛,Mima ushi,,,11114,1,710471,上川郡美瑛町字美馬牛,Kamikawa gun Biei chou ji Mima ushi,142.447192,43.537408,0000-00-00,0000-00-00,0,1111411,710471,Kamikawa gun Biei machi,Hokkaidou
1111412,1111412,上富良野,Kamifurano,,,11114,1,710543,空知郡上富良野町中町１丁目,Sorachi gun Kamifurano chou Nakachou 1 choume,142.468761,43.464046,0000-00-00,0000-00-00,0,1111412,710543,Sorachi gun Kamifurano machi,Hokkaidou
1111413,1111413,西中,Nishinaka,,,11114,1,710704,空知郡中富良野町基線北１８号,Sorachi gun Nakafurano chou kisen kita 18 gou,142.441876,43.429569,0000-00-00,0000-00-00,0,1111413,710704,Sorachi gun Nakafurano machi,Hokkaidou
1111414,1111414,ラベンダー畑,Lavender hatake,,,11114,1,710704,空知郡中富良野町基線北１５号,Sorachi gun Nakafurano chou kisen kita 15 gou,142.434032,43.42065,0000-00-00,0000-00-00,0,1111414,710704,Sorachi gun Nakafurano machi,Hokkaidou
1111415,1111415,中富良野,Nakafurano,,,11114,1,710700,空知郡中富良野町市街地,Sorachi gun Nakafurano chou shigai chi,142.420812,43.405704,0000-00-00,0000-00-00,0,1111415,710700,Sorachi gun Nakafurano machi,Hokkaidou
1111416,1111416,鹿討,Shika uchi,,,11114,1,710700,空知郡中富良野町字富良野基線北８号,Sorachi gun Nakafurano chou ji Furano kisen kita 8 gou,142.404812,43.387499,0000-00-00,0000-00-00,0,1111416,710700,Sorachi gun Nakafurano machi,Hokkaidou
1111417,1111417,学田,Gakuta,,,11114,1,760047,富良野市字西学田二区,Furano shi ji seigakuden ni ku,142.386118,43.366234,0000-00-00,0000-00-00,0,1111417,760047,Furano shi,Hokkaidou
1111418,1110610,富良野,Furano,,,11114,1,760025,富良野市日の出町,Furano shi Hinode machi,142.391374,43.347114,0000-00-00,0000-00-00,0,1111418,760025,Furano shi,Hokkaidou
1111501,1110342,旭川,Asahikawa,,,11115,1,700030,旭川市宮下通８丁目,Asahikawa shi Miyashitadoori 8 choume,142.357803,43.763492,0000-00-00,0000-00-00,0,1111501,700030,Asahikawa shi,Hokkaidou
1111502,1111502,旭川四条,Asahikawa Shijou,,,11115,1,788214,旭川市四条通１８丁目,Asahikawa shi Shijou toori 18 choume,142.375815,43.764056,0000-00-00,0000-00-00,0,1111502,788214,Asahikawa shi,Hokkaidou
1111503,1111503,新旭川,Shin'Asahi kawa,,,11115,1,700028,旭川市東八条６丁目,Asahikawa shi higashi Hachijou 6 choume,142.384789,43.780174,0000-00-00,0000-00-00,0,1111503,700028,Asahikawa shi,Hokkaidou
1111504,1111504,永山,Nagayama,,,11115,1,798411,旭川市永山１条１９丁目,Asahikawa shi Nagayama 1 jou 19 choume,142.434382,43.814158,0000-00-00,0000-00-00,0,1111504,798411,Asahikawa shi,Hokkaidou
1111505,1111505,北永山,Kita Nagayama,,,11115,1,798431,旭川市永山町１５丁目,Asahikawa shi Nagayama chou 15 choume,142.454493,43.826736,0000-00-00,0000-00-00,0,1111505,798431,Asahikawa shi,Hokkaidou
1111506,1111506,南比布,Minami Pippu,,,11115,1,780311,上川郡比布町南１線５号,Kamikawa gun Pippu machi minami 1 sen 5 gou,142.467271,43.853342,1955-12-02,2021-03-13,2,1111506,780311,Kamikawa gun Pippu machi,Hokkaidou
1111507,1111507,比布,Pippu,,,11115,1,780341,上川郡比布町市街地,Kamikawa gun Pippu chou shigai chi,142.471294,43.874478,0000-00-00,0000-00-00,0,1111507,780341,Kamikawa gun Pippu machi,Hokkaidou
1111508,1111508,北比布,Kita Pippu,,,11115,1,780325,上川郡比布町北５線１０号,Kamikawa gun Pippu machi kita 5 sen 10 gou,142.476545,43.901728,1955-12-02,2021-03-13,2,1111508,780325,Kamikawa gun Pippu machi,Hokkaidou
1111509,1111509,蘭留,Olandaryuu,,,11115,1,780329,上川郡比布町北９線１４号,Kamikawa gun Pippu machi kita 9 sen 14 gou,142.473699,43.925072,0000-00-00,0000-00-00,0,1111509,780329,Kamikawa gun Pippu machi,Hokkaidou
1111510,1111510,塩狩,Shiokari,,,11115,1,980125,上川郡和寒町塩狩,Kamikawa gun Wassamu chou Shiokari,142.4552,43.96794,0000-00-00,0000-00-00,0,1111510,980125,Kamikawa gun Wassamu machi,Hokkaidou
1111511,1111511,和寒,Wassamu,,,11115,1,980133,上川郡和寒町北町,Kamikawa gun Wassamu chou Kitamachi,142.415309,44.026932,0000-00-00,0000-00-00,0,1111511,980133,Kamikawa gun Wassamu machi,Hokkaidou
1111512,1111512,東六線,Higashi rokusen,,,11115,1,980300,上川郡剣淵町第１０区,Kamikawa gun Kenbuchi chou dai10 ku,142.388073,44.068723,0000-00-00,2021-03-13,2,1111512,980300,Kamikawa gun Kenbuchi machi,Hokkaidou
1111513,1111513,剣淵,Kenbuchi,,,11115,1,980300,上川郡剣淵町栄町,Kamikawa gun Kenbuchi chou Sakaechou,142.364754,44.09643,0000-00-00,0000-00-00,0,1111513,980300,Kamikawa gun Kenbuchi machi,Hokkaidou
1111514,1111514,北剣淵,Kita Kenbuchi,,,11115,1,980300,上川郡剣淵町第１３区,Kamikawa gun Kenbuchi chou dai13 ku,142.377955,44.139423,1959-11-01,2021-03-13,2,1111514,980300,Kamikawa gun Kenbuchi machi,Hokkaidou
1111515,1111515,士別,Shibetsu,,,11115,1,950023,士別市西３条８丁目,Shibetsu shi nishi 3 jou 8 choume,142.388247,44.172536,0000-00-00,0000-00-00,0,1111515,950023,Shibetsu shi,Hokkaidou
1111516,1111516,下士別,Kashi betsu,,,11115,1,950061,士別市下士別町,Shibetsu shi kashi betsu machi,142.396405,44.210583,1955-12-02,2021-03-13,2,1111516,950061,Shibetsu shi,Hokkaidou
1111517,1111517,多寄,Ta?,,,11115,1,980475,士別市多寄町３６線東,Shibetsu shi ta?? 36 sen higashi,142.396315,44.241296,0000-00-00,0000-00-00,0,1111517,980475,Shibetsu shi,Hokkaidou
1111518,1111518,瑞穂,Mizuho,,,11115,1,980475,士別市多寄町３１線東,Shibetsu shi ta?? 31 sen higashi,142.396244,44.266349,0000-00-00,0000-00-00,0,1111518,980475,Shibetsu shi,Hokkaidou
1111519,1111519,風連,Fuuren,,,11115,1,980504,名寄市風連町本町,Nayoro shi Fuuren chou Honchou,142.421624,44.292238,0000-00-00,0000-00-00,0,1111519,980504,Nayoro shi,Hokkaidou
1111520,1111520,名寄高校,Nayoro koukou,,,11115,1,980512,名寄市風連町東風連,Nayoro shi Fuuren chou toufuu ren,142.46548195769,44.330938813348,0000-00-00,0000-00-00,0,1111520,980512,Nayoro shi,Hokkaidou
1111521,1111521,名寄,Nayoro,,,11115,1,960001,名寄市東１条南６丁目,Nayoro shi higashi 1 jou minami 6 choume,142.465207,44.349403,0000-00-00,0000-00-00,0,1111521,960001,Nayoro shi,Hokkaidou
1111522,1111522,日進,Nisshin,,,11115,1,960066,名寄市字日進,Nayoro shi ji nisshin,142.467354,44.381713,0000-00-00,0000-00-00,0,1111522,960066,Nayoro shi,Hokkaidou
1111523,1111523,北星,Hokusei,,,11115,1,982181,名寄市智恵文北星,Nayoro shi Chiebun hokusei,142.428116,44.441569,1959-11-01,2021-03-13,2,1111523,982181,Nayoro shi,Hokkaidou
1111524,1111524,智恵文,Chiebun,,,11115,1,982181,名寄市智恵文１１線,Nayoro shi Chiebun 11 sen,142.414772,44.455553,0000-00-00,0000-00-00,0,1111524,982181,Nayoro shi,Hokkaidou
1111525,1111525,智北,Satoshi kita,,,11115,1,982181,名寄市字智恵文,Nayoro shi ji Chiebun,142.394007,44.46103,0000-00-00,0000-00-00,0,1111525,982181,Nayoro shi,Hokkaidou
1111526,1111526,南美深,Minami Bifuka,,,11115,1,982205,中川郡美深町字美深,Nakagawa gun Bifuka chou ji Bifuka,142.367822,44.462604,1956-07-01,2021-03-13,2,1111526,982205,Nakagawa gun Bifuka machi,Hokkaidou
1111527,1111527,美深,Bifuka,,,11115,1,982238,中川郡美深町字開運町,Nakagawa gun Bifuka chou ji kaiun chou,142.350597,44.482951,0000-00-00,0000-00-00,0,1111527,982238,Nakagawa gun Bifuka machi,Hokkaidou
1111528,1111528,初野,Hatsuno,,,11115,1,982211,中川郡美深町字富岡,Nakagawa gun Bifuka chou ji Tomioka,142.336129,44.512808,0000-00-00,2024-03-16,2,1111528,982211,Nakagawa gun Bifuka machi,Hokkaidou
1111529,1111529,紋穂内,Mon honai,,,11115,1,982366,中川郡美深町字紋穂内,Nakagawa gun Bifuka chou ji mon honai,142.33357,44.538761,1911-11-03,2021-03-13,2,1111529,982366,Nakagawa gun Bifuka machi,Hokkaidou
1111530,1111530,恩根内,On Neuchi,,,11115,1,982361,中川郡美深町字恩根内,Nakagawa gun Bifuka chou ji on Neuchi,142.309447,44.598486,0000-00-00,2024-03-16,2,1111530,982361,Nakagawa gun Bifuka machi,Hokkaidou
1111531,1111531,豊清水,Yutaka Shimizu,,,11115,1,982368,中川郡美深町字清水,Nakagawa gun Bifuka chou ji Shimizu,142.270342,44.639503,1946-10-10,2021-03-13,2,1111531,982368,Nakagawa gun Bifuka machi,Hokkaidou
1111532,1111532,天塩川温泉,Teshio kawa onsen,,,11115,1,982502,中川郡音威子府村字咲来,Nakagawa gun Otoineppu son ji saki ki,142.258682,44.665041,0000-00-00,0000-00-00,0,1111532,982502,Nakagawa gun Otoineppu mura,Hokkaidou
1111533,1111533,咲来,Saki ki,,,11115,1,982502,中川郡音威子府村字咲来,Nakagawa gun Otoineppu son ji saki ki,142.267569,44.692702,0000-00-00,0000-00-00,0,1111533,982502,Nakagawa gun Otoineppu mura,Hokkaidou
1111534,1111534,音威子府,Otoineppu,,,11115,1,982501,中川郡音威子府村字音威子府,Nakagawa gun Otoineppu son ji Otoineppu,142.259883,44.729448,0000-00-00,0000-00-00,0,1111534,982501,Nakagawa gun Otoineppu mura,Hokkaidou
1111535,1111535,筬島,Osatou,,,11115,1,982500,中川郡音威子府村字物満内,Nakagawa gun Otoineppu son jibutsu mannai,142.197777,44.738883,0000-00-00,0000-00-00,0,1111535,982500,Nakagawa gun Otoineppu mura,Hokkaidou
1111536,1111536,佐久,Saku,,,11115,1,982622,中川郡中川町字佐久,Nakagawa gun Nakagawa chou ji Saku,142.048562,44.743986,0000-00-00,0000-00-00,0,1111536,982622,Nakagawa gun Nakagawa machi,Hokkaidou
1111537,1111537,天塩中川,Teshio Nakagawa,,,11115,1,982802,中川郡中川町字中川,Nakagawa gun Nakagawa chou ji Nakagawa,142.075335,44.81186,0000-00-00,0000-00-00,0,1111537,982802,Nakagawa gun Nakagawa machi,Hokkaidou
1111538,1111538,歌内,Utanai,,,11115,1,982801,中川郡中川町字歌内,Nakagawa gun Nakagawa chou jikanai,142.052162,44.880493,1923-11-10,2022-03-12,2,1111538,982801,Nakagawa gun Nakagawa machi,Hokkaidou
1111539,1111539,問寒別,Mon kan betsu,,,11115,1,982943,天塩郡幌延町字問寒別,Teshio gun Horonobe chou ji mon kan betsu,142.025562,44.91233,0000-00-00,0000-00-00,0,1111539,982943,Teshio gun Horonobe machi,Hokkaidou
1111540,1111540,糠南,Nuka minami,,,11115,1,983200,天塩郡幌延町字糠南,Teshio gun Horonobe chou ji nuka minami,142.000931,44.920778,0000-00-00,0000-00-00,0,1111540,983200,Teshio gun Horonobe machi,Hokkaidou
1111541,1111541,雄信内,Yuushinnai,,,11115,1,983251,天塩郡幌延町字雄興,Teshio gun Horonobe chou ji yuu kyou,141.935888,44.911735,0000-00-00,0000-00-00,0,1111541,983251,Teshio gun Horonobe machi,Hokkaidou
1111542,1111542,安牛,Yasu ushi,,,11115,1,983226,天塩郡幌延町字開進,Teshio gun Horonobe chou ji Kaishin,141.894187,44.949809,1925-07-20,2021-03-13,2,1111542,983226,Teshio gun Horonobe machi,Hokkaidou
1111543,1111543,南幌延,Nanporo nobe,,,11115,1,983200,天塩郡幌延町字南幌延,Teshio gun Horonobe chou ji Nanporo nobe,141.884892,44.965084,0000-00-00,0000-00-00,0,1111543,983200,Teshio gun Horonobe machi,Hokkaidou
1111544,1111544,上幌延,Ue Horonobe,,,11115,1,983225,天塩郡幌延町字上幌延,Teshio gun Horonobe chou jijou Horonobe,141.880905,44.985787,1925-07-20,2021-03-13,2,1111544,983225,Teshio gun Horonobe machi,Hokkaidou
1111545,1111545,幌延,Horonobe,,,11115,1,983211,天塩郡幌延町１条南１丁目,Teshio gun Horonobe chou 1 jou minami 1 choume,141.84569,45.014503,0000-00-00,0000-00-00,0,1111545,983211,Teshio gun Horonobe machi,Hokkaidou
1111546,1111546,下沼,Shimonuma,,,11115,1,983228,天塩郡幌延町字下沼,Teshio gun Horonobe chou ji Shimonuma,141.758218,45.037146,0000-00-00,0000-00-00,0,1111546,983228,Teshio gun Horonobe machi,Hokkaidou
1111547,1111547,豊富,Houfu,,,11115,1,984100,天塩郡豊富町字上サロベツ,Teshio gun Toyotomichou jijou Sarobetsu,141.772088,45.104624,0000-00-00,0000-00-00,0,1111547,984100,Teshio gun Toyotomichou,Hokkaidou
1111548,1111548,徳満,Toku man,,,11115,1,984137,天塩郡豊富町字徳満,Teshio gun Toyotomichou ji toku man,141.751039,45.145838,1926-09-25,2021-03-13,2,1111548,984137,Teshio gun Toyotomichou,Hokkaidou
1111549,1111549,兜沼,Kabutonuma,,,11115,1,984451,天塩郡豊富町字兜沼,Teshio gun Toyotomichou ji Kabutonuma,141.6972,45.220236,0000-00-00,0000-00-00,0,1111549,984451,Teshio gun Toyotomichou,Hokkaidou
1111550,1111550,勇知,Isamu Tomo,,,11115,1,984581,稚内市字抜海村上勇知,Wakkanai shi ji Bakkai Murakami Isamu chi,141.685151,45.259339,0000-00-00,0000-00-00,0,1111550,984581,Wakkanai shi,Hokkaidou
1111551,1111551,抜海,Bakkai,,,11115,1,970036,稚内市字抜海村クトネベツ,Wakkanai shi ji Bakkai mura kutonebetsu,141.644576,45.316866,0000-00-00,0000-00-00,0,1111551,970036,Wakkanai shi,Hokkaidou
1111552,1111552,南稚内,Minami Wakkanai,,,11115,1,970005,稚内市大黒１丁目,Wakkanai shi daikoku 1 choume,141.683026,45.398166,0000-00-00,0000-00-00,0,1111552,970005,Wakkanai shi,Hokkaidou
1111553,1111553,稚内,Wakkanai,,,11115,1,970022,稚内市中央３丁目,Wakkanai shi chuuou 3 choume,141.676999,45.416995,0000-00-00,0000-00-00,0,1111553,970022,Wakkanai shi,Hokkaidou
1111601,1110342,旭川,Asahikawa,,,11116,1,700030,旭川市宮下通８丁目,Asahikawa shi Miyashitadoori 8 choume,142.357803,43.763492,0000-00-00,0000-00-00,0,1111601,700030,Asahikawa shi,Hokkaidou
1111602,1111502,旭川四条,Asahikawa Shijou,,,11116,1,788214,旭川市四条通１８丁目,Asahikawa shi Shijou toori 18 choume,142.375815,43.764056,0000-00-00,0000-00-00,0,1111602,788214,Asahikawa shi,Hokkaidou
1111603,1111503,新旭川,Shin'Asahi kawa,,,11116,1,700028,旭川市東八条６丁目,Asahikawa shi higashi Hachijou 6 choume,142.384789,43.780174,0000-00-00,0000-00-00,0,1111603,700028,Asahikawa shi,Hokkaidou
1111604,1111604,南永山,Minami Nagayama,,,11116,1,798420,旭川市永山十条３丁目,Asahikawa shi Nagayama Juujou 3 choume,142.40853,43.78055,0000-00-00,0000-00-00,0,1111604,798420,Asahikawa shi,Hokkaidou
1111605,1111605,東旭川,Higashiasahikawa,,,11116,1,788253,旭川市東旭川北三条５丁目,Asahikawa shi Higashiasahikawa kita san jou 5 choume,142.441544,43.776571,0000-00-00,0000-00-00,0,1111605,788253,Asahikawa shi,Hokkaidou
1111606,1111606,北日ノ出,Kita Hinode,,,11116,1,788203,旭川市東旭川町日ノ出,Asahikawa shi Higashiasahikawa chou Hinode,142.466127,43.781813,1960-05-02,2021-03-13,2,1111606,788203,Asahikawa shi,Hokkaidou
1111607,1111607,桜岡,Sakuraoka,,,11116,1,788204,旭川市東旭川町桜岡,Asahikawa shi Higashiasahikawa chou Sakuraoka,142.486968,43.801812,0000-00-00,0000-00-00,0,1111607,788204,Asahikawa shi,Hokkaidou
1111608,1111608,当麻,Taima,,,11116,1,781300,上川郡当麻町市街,Kamikawa gun Touma chou shigai,142.516987,43.825477,0000-00-00,0000-00-00,0,1111608,781300,Kamikawa gun Touma machi,Hokkaidou
1111609,1111609,将軍山,Shougunsan,,,11116,1,781334,上川郡当麻町北星２区,Kamikawa gun Touma chou hokusei 2 ku,142.521559,43.857455,1960-05-02,2021-03-13,2,1111609,781334,Kamikawa gun Touma machi,Hokkaidou
1111610,1111610,伊香牛,Ika ushi,,,11116,1,781333,上川郡当麻町伊香牛,Kamikawa gun Touma chou Ika ushi,142.525227,43.876025,0000-00-00,0000-00-00,0,1111610,781333,Kamikawa gun Touma machi,Hokkaidou
1111611,1111611,愛別,Aibetsu,,,11116,1,781401,上川郡愛別町字愛別,Kamikawa gun Aibetsu chou ji aibetsu,142.582176,43.898635,0000-00-00,0000-00-00,0,1111611,781401,Kamikawa gun Aibetsu machi,Hokkaidou
1111612,1111612,中愛別,Chuuaibetsu,,,11116,1,781652,上川郡愛別町字中央,Kamikawa gun Aibetsu chou ji chuuou,142.655424,43.896216,0000-00-00,0000-00-00,0,1111612,781652,Kamikawa gun Aibetsu machi,Hokkaidou
1111613,1111613,愛山,Aizan,,,11116,1,781653,上川郡愛別町字愛山,Kamikawa gun Aibetsu chou ji Aizan,142.680699,43.866442,0000-00-00,2024-03-16,2,1111613,781653,Kamikawa gun Aibetsu machi,Hokkaidou
1111614,1111614,安足間,Yasu ashikan,,,11116,1,781653,上川郡愛別町字愛山,Kamikawa gun Aibetsu chou ji Aizan,142.693868,43.852011,0000-00-00,0000-00-00,0,1111614,781653,Kamikawa gun Aibetsu machi,Hokkaidou
1111615,1111615,東雲,Shinonome,,,11116,1,781731,上川郡上川町東雲,Kamikawa gun Kamikawa machi shinonome,142.716544,43.843693,1960-05-02,2021-03-13,2,1111615,781731,Kamikawa gun Kamikawa machi,Hokkaidou
1111616,1111616,上川,Kamikawa,,,11116,1,781741,上川郡上川町中央町,Kamikawa gun Kamikawa chou Chuuouchou,142.766895,43.848508,0000-00-00,0000-00-00,0,1111616,781741,Kamikawa gun Kamikawa machi,Hokkaidou
1111617,1111617,上白滝,Ue shirataki,,,11116,1,990127,紋別郡遠軽町上白滝,Monbetsu gun Engaru chou ue shirataki,143.1444,43.876501,1932-10-01,2016-03-26,2,1111617,990127,Monbetsu gun Engaru machi,Hokkaidou
1111618,1111618,白滝,Shirataki,,,11116,1,990111,紋別郡遠軽町白滝,Monbetsu gun Engaru chou Shirataki,143.180795,43.884435,0000-00-00,0000-00-00,0,1111618,990111,Monbetsu gun Engaru machi,Hokkaidou
1111619,1111619,旧白滝,Kyuu Shirataki,,,11116,1,990102,紋別郡遠軽町旧白滝,Monbetsu gun Engaru chou kyuu Shirataki,143.236729,43.919905,1947-02-11,2016-03-26,2,1111619,990102,Monbetsu gun Engaru machi,Hokkaidou
1111620,1111620,下白滝,Shita Shirataki,,,11116,1,990101,紋別郡遠軽町下白滝,Monbetsu gun Engaru chouka shirataki,143.276088,43.944553,1929-08-12,2016-03-26,2,1111620,990101,Monbetsu gun Engaru machi,Hokkaidou
1111621,1111621,丸瀬布,Maruseppu,,,11116,1,990203,紋別郡遠軽町丸瀬布中町,Monbetsu gun Engaru chou Maruseppu Nakachou,143.335817,44.006354,0000-00-00,0000-00-00,0,1111621,990203,Monbetsu gun Engaru machi,Hokkaidou
